name,price,type,max_motherboard_form_factor,color,included_psu_wattage,has_included_psu,side_panel,external_volume,internal_35_bays,price_available,brand
Deepcool CH360,,MicroATX Mid Tower,Micro ATX,White,,False,Tempered Glass,39.7,2,False,DeepCool
Phanteks Eclipse P600S,3179.6,ATX Mid Tower,ATX,White,,False,Tempered Glass,,4,True,Phanteks
Chieftec APEX,3575.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,52.9,2,True,Chieftec
Corsair SPEC-OMEGA RGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,3,False,Corsair
Deepcool CK560,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False,DeepCool
Tecware Nexus M,,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,,2,False,Tecware
Deepcool MATREXX 50,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,44.5,2,False,DeepCool
Silverstone FARA 313 Type-C,1571.8,MicroATX Mid Tower,Micro ATX,Black,,False,Solid,26.7,3,True,SilverStone
Geometric Future Model 5,2998.0,ATX Mid Tower,ATX,White,,False,Tempered Glass,51.1,2,True,Geometric Future
KOLINK STRONGHOLD,,ATX Mid Tower,ATX,White / Black,,False,Tempered Glass,,3,False,KOLINK
Asiahorse Perseus,3599.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,73.9,2,True,Desconocida
HYTE Persona 3 Reload Y60,4599.8,ATX Mid Tower,ATX,Black / Blue,,False,Tempered Glass,60.0,2,True,HYTE
NZXT H7,,ATX Mid Tower,ATX,White,,False,Tempered Glass,55.8,2,False,NZXT
Lian Li TU150,,Mini ITX Desktop,Mini ITX,Black,,False,Tempered Glass,23.8,1,False,Lian Li
Corsair Carbide Series 400C,,ATX Mid Tower,ATX,Black,,False,Acrylic,42.4,2,False,Corsair
Silverstone FARA H1M,1599.0,MicroATX Mini Tower,Micro ATX,Black,,False,Solid,30.1,2,True,SilverStone
Geometric Future Model 5 Fanless,2198.0,ATX Mid Tower,ATX,Black / Gray,,False,Tempered Glass,51.1,2,True,Geometric Future
Thermaltake Ceres 300 TG ARGB,1999.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,53.9,1,True,Thermaltake
Thermaltake AX700,8099.6,ATX Full Tower,ATX,White,,False,Mesh,141.4,18,True,Thermaltake
Cougar Archon 2 Mesh RGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,37.5,2,False,Cougar
GameMax Infinity,,ATX Mid Tower,ATX,White,,False,Tempered Glass,45.7,1,False,GameMax
FormD T1 V2.1 CNC Anodized,,Mini ITX Desktop,Mini ITX,Silver,,False,Mesh,,0,False,FormD
Thermaltake The Tower 200 Bumblebee,2099.6,Mini ITX Tower,Mini ITX,Yellow / Black,,False,Tempered Glass,45.1,2,True,Thermaltake
Mars Gaming MC-VIEW,,MicroATX Mid Tower,Micro ATX,Pink,,False,Tempered Glass,32.1,1,False,Mars Gaming
Antec CX600M Trio ARGB,2236.8,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,46.8,1,True,Antec
Cooler Master MasterCase H500 ARGB,4935.0,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,True,Cooler Master
Fractal Design Define 7 Mini,,MicroATX Mini Tower,Micro ATX,Black,,False,Tinted Tempered Glass,33.2,2,False,Fractal Design
KOLINK VOID RGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False,KOLINK
Fractal Design Meshify 2,,ATX Mid Tower,ATX,White / Black,,False,Tempered Glass,61.7,6,False,Fractal Design
Montech AIR 1000 PREMIUM,,ATX Mid Tower,ATX,White,,False,Tempered Glass,45.3,2,False,Montech
Thermaltake Core X9,,ATX Desktop,ATX,Black,,False,Acrylic,,7,False,Thermaltake
Montech Heritage,1798.0,MicroATX Mid Tower,Micro ATX,White,,False,Tempered Glass,41.5,1,True,Montech
Antec CX600M Trio ARGB,3714.6,MicroATX Mini Tower,Micro ATX,White,,False,Tempered Glass,46.8,1,True,Antec
Mars Gaming MC-S1,,MicroATX Mini Tower,Micro ATX,White,,False,Acrylic,18.6,1,False,Mars Gaming
Azza Aero,2199.79,ATX Mid Tower,ATX,Black,,False,Mesh,47.3,2,True,Azza
ADATA XPG INVADER,1698.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,True,XPG
Cooler Master HAF 700 EVO,,ATX Full Tower,ATX,White,,False,Tempered Glass,,12,False,Cooler Master
Fractal Design Define 7 Nano,,Mini ITX Tower,Mini ITX,Black,,False,Tinted Tempered Glass,29.5,1,False,Fractal Design
Cooler Master MasterBox 520 Mesh,,ATX Mid Tower,ATX,Black / White,,False,Tempered Glass,52.5,2,False,Cooler Master
NZXT H630,,ATX Full Tower,ATX,Black,,False,Solid,,8,False,NZXT
SAMA IM01 Pro,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,26.1,4,False,SAMA
Thermaltake The Tower 600,3719.8,ATX Mid Tower,ATX,Red,,False,Tempered Glass,66.2,1,True,Thermaltake
MagniumGear Neo-G Mini V2,,Mini ITX Tower,Mini ITX,Black,,False,Tempered Glass,,1,False,MagniumGear
Antec P20CE,3452.2,ATX Mid Tower,ATX,Black,,False,Solid,50.6,2,True,Antec
Thermaltake View 200 TG ARGB,1699.6,ATX Mid Tower,ATX,White,,False,Tempered Glass,38.2,2,True,Thermaltake
Silverstone Lucid 04,,MicroATX Mid Tower,Micro ATX,White,,False,Tempered Glass,38.2,2,False,SilverStone
Fractal Design Meshify 2,,ATX Mid Tower,ATX,Gray,,False,Tinted Tempered Glass,61.7,6,False,Fractal Design
PC Cooler C3 T500 ARGB,3371.2,ATX Mid Tower,ATX,Black,,False,Tempered Glass,45.1,2,True,PC Cooler
Phanteks Enthoo Pro,,ATX Full Tower,ATX,White,,False,Acrylic,68.6,6,False,Phanteks
Corsair Crystal 570X RGB,,ATX Mid Tower,ATX,White,,False,Acrylic,57.5,2,False,Corsair
be quiet! Dark Base Pro 900 Rev. 2,,ATX Full Tower,ATX,Black / Orange,,False,Tempered Glass,,7,False,be quiet!
Deepcool CC560,,ATX Mid Tower,ATX,White,,False,Tempered Glass,41.7,2,False,DeepCool
Aerocool Hexform RGB,,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,28.0,2,False,Aerocool
Silverstone FARA 513 Type-C,1966.2,ATX Mid Tower,ATX,Black,,False,Solid,44.6,2,True,SilverStone
Cougar Archon 2 Mesh RGB,,ATX Mid Tower,ATX,White,,False,Tempered Glass,37.5,2,False,Cougar
MagniumGear Neo Micro V2,,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,,2,False,MagniumGear
CiT MTX-007B,,Mini ITX Desktop,Mini ITX,Black,180.0,True,Solid,5.1,0,False,CiT
Lian Li TU150,,Mini ITX Desktop,Mini ITX,Black,,False,Solid,23.8,1,False,Lian Li
MUSETEX G06MN6-B,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,39.7,2,False,MUSETEX
Asus ROG Z11,,Mini ITX Tower,Mini ITX,Black,,False,Tinted Tempered Glass,,1,False,ASUS
Phanteks Eclipse P400S,,ATX Mid Tower,ATX,Black / White,,False,Tinted Tempered Glass,45.9,2,False,Phanteks
Corsair Carbide Series SPEC-06,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False,Corsair
Aerocool Aero One Eclipse,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False,Aerocool
Silverstone SG13 V2,1506.0,Mini ITX Tower,Mini ITX,Pink,,False,Solid,11.5,1,True,SilverStone
CiT Mirage F6,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,29.9,2,False,CiT
DIYPC F2,,MicroATX Mini Tower,Micro ATX,Black / Orange,,False,Acrylic,,2,False,DIYPC
NZXT H710,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,58.6,4,False,NZXT
Antec Performance 1 M,4299.8,Mini ITX Desktop,Mini ITX,Green / Black,,False,Mesh,19.3,0,True,Antec
Thermaltake CTE T500 Air,2699.6,ATX Full Tower,ATX,White,,False,Tempered Glass,87.3,4,True,Thermaltake
Corsair 5000D CORE AIRFLOW,,ATX Mid Tower,ATX,White,,False,Tempered Glass,66.2,2,False,Corsair
Antec AX90,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,48.3,2,False,Antec
Corsair Graphite Series 780T,,ATX Full Tower,ATX,Black,,False,Acrylic,109.9,6,False,Corsair
SHARKOON T9 Value,,MicroATX Mid Tower,Micro ATX,Black / Red,,False,Acrylic,,0,False,SHARKOON
MUSETEX Phantom,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,3,False,MUSETEX
SilentiumPC Signum SG1 TG,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False,SilentiumPC
Silverstone SUGO 17,4249.59,MicroATX Desktop,Micro ATX,Black,,False,Mesh,26.1,1,True,SilverStone
CiT DS360,,ATX Mid Tower,ATX,White,,False,Tempered Glass,52.1,0,False,CiT
Thermaltake View 51 Snow ARGB Edition,4292.0,ATX Full Tower,ATX,White,,False,Tempered Glass,91.0,2,True,Thermaltake
In Win BL040.300TB3LF,2051.6,HTPC,Mini ITX,Black,300.0,True,Solid,11.6,2,True,In Win
Thermaltake The Tower 100,2579.8,Mini ITX Tower,Mini ITX,Turquoise / Black,,False,Tempered Glass,32.7,2,True,Thermaltake
iBuypower Snowblind S,3999.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,43.0,2,True,iBuypower
Fractal Design Define R6 USB-C,,ATX Mid Tower,ATX,Black / White,,False,Tempered Glass,56.7,6,False,Fractal Design
G.Skill LT1,1399.6,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,35.0,1,True,G.Skill
Fractal Design Arc Mini,,MicroATX Mini Tower,Micro ATX,Black,,False,Solid,40.9,6,False,Fractal Design
Silverstone RVZ03,2820.8,Mini ITX Desktop,Mini ITX,Black,,False,Solid,,0,True,SilverStone
Fractal Design Meshify 2 Lite,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,61.7,2,False,Fractal Design
Corsair 5000T,4899.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,74.5,2,True,Corsair
Fractal Design Meshify 2 Compact White TG Clear Tint,,ATX Mid Tower,ATX,White / Black,,False,Tempered Glass,42.3,2,False,Fractal Design
Cooler Master MasterBox MB400L,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,36.7,2,False,Cooler Master
Empire Gaming Diamond,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,48.5,2,False,Desconocida
SHARKOON MK6 RGB,,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,43.6,2,False,SHARKOON
Thermaltake The Tower 300,3399.8,MicroATX Mini Tower,Micro ATX,Turquoise / Black,,False,Tempered Glass,53.0,3,True,Thermaltake
DAN Cases C4-SFXv1,,Mini ITX Desktop,Mini ITX,Silver,,False,Mesh,15.9,0,False,DAN Cases
Deepcool CG560,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,48.9,2,False,DeepCool
Cougar Airface Pro RGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,55.4,2,False,Cougar
Lian Li LANCOOL II-W,,ATX Mid Tower,ATX,White / Black,,False,Tempered Glass,,3,False,Lian Li
Cooler Master Elite 110,,Mini ITX Tower,Mini ITX,Black,,False,Solid,15.3,3,False,Cooler Master
Phanteks Eclipse P400S,,ATX Mid Tower,ATX,White,,False,Tinted Tempered Glass,45.9,2,False,Phanteks
Rosewill SPECTRA D100,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False,Rosewill
MSI MAG FORGE 112R,,ATX Mid Tower,ATX,Black,750.0,True,Tempered Glass,42.5,2,False,MSI
MagniumGear NEO QUBE 2 Infinity Mirror,2139.6,ATX Mid Tower,ATX,White,,False,Tempered Glass,55.9,2,True,MagniumGear
Phanteks Eclipse P200A Performance,,Mini ITX Tower,Mini ITX,Black,,False,Solid,29.9,0,False,Phanteks
TRYX LUCA L70,4999.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,80.9,0,True,TRYX
Antec NX260,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False,Antec
Geometric Future Model 5,2698.0,ATX Mid Tower,ATX,Black / Yellow,,False,Tempered Glass,51.1,2,True,Geometric Future
Asus A21 PLUS,,MicroATX Mini Tower,Micro ATX,White,,False,Tempered Glass,44.0,2,False,ASUS
ENDORFY Regnum 400 Air,3025.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,45.9,2,True,ENDORFY
Jonsbo MOD-3,6506.2,ATX Mid Tower,ATX,Black,,False,Tempered Glass,93.1,1,True,Jonsbo
KOLINK VOID X ARGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False,KOLINK
GAMDIAS APOLLO E2 ELITE,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False,GAMDIAS
Fractal Design Meshify 2,,ATX Mid Tower,ATX,Black,,False,Tinted Tempered Glass,61.7,6,False,Fractal Design
Cooler Master MasterBox Lite 3.1,,MicroATX Mid Tower,Micro ATX,Black / Red,,False,Tempered Glass,36.1,2,False,Cooler Master
Apex MW-100,,Mini ITX Tower,Mini ITX,Black / White,60.0,True,Solid,2.9,0,False,Apex
NZXT H500i,,ATX Mid Tower,ATX,White,,False,Tempered Glass,41.3,3,False,NZXT
In Win BK623.BH300TB3,2161.0,MicroATX Mini Tower,Micro ATX,Black / Silver,300.0,True,Solid,12.3,1,True,In Win
BGears b-Optillusion,1199.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,38.7,1,True,BGears
Thermaltake Ceres 350 MX,2594.2,ATX Mid Tower,ATX,Pink,,False,Tempered Glass,52.5,1,True,Thermaltake
Thermaltake CTE T500,2209.79,ATX Full Tower,ATX,White,,False,Tempered Glass,87.3,4,True,Thermaltake
Silverstone FARA 514X,2173.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,49.7,2,True,SilverStone
Thermaltake The Tower 250,3099.6,Mini ITX Tower,Mini ITX,Blue / Pink,,False,Tempered Glass,42.7,1,True,Thermaltake
Antec NX500M ARGB,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,34.6,2,False,Antec
Corsair Obsidian Series 250D,,Mini ITX Tower,Mini ITX,Black,,False,Acrylic,28.1,2,False,Corsair
Thermaltake Ceres 330 ARGB,1299.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,53.9,1,True,Thermaltake
Silverstone Sugo SG11,2632.4,MicroATX Mini Tower,Micro ATX,Black,,False,Solid,,3,True,SilverStone
Silverstone Milo 12,3969.4,HTPC,Mini ITX,Black,,False,Mesh,15.6,0,True,SilverStone
PrimoChill Praxis WetBench,4699.8,ATX Test Bench,ATX,Black,,False,Solid,,4,True,Desconocida
Thermaltake View 71 ARGB,,ATX Full Tower,ATX,Black,,False,Tempered Glass,,4,False,Thermaltake
Fractal Design Define Nano S,,Mini ITX Desktop,Mini ITX,Black,,False,Solid,28.8,2,False,Fractal Design
Fractal Design Define R4,,ATX Mid Tower,ATX,Black,,False,Solid,56.0,8,False,Fractal Design
GAMDIAS ATLAS E1,1696.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,36.3,1,True,GAMDIAS
Thermaltake CTE C700 TG ARGB,3098.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,93.8,7,True,Thermaltake
Cooler Master MasterBox MB600L V2,3720.0,ATX Mid Tower,ATX,Black,,False,Solid,37.7,2,True,Cooler Master
Zalman S5,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False,Zalman
Corsair Crystal 280X RGB,4799.8,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,,2,True,Corsair
Thermaltake The Tower 100 Snow,,Mini ITX Tower,Mini ITX,White,,False,Tempered Glass,32.7,2,False,Thermaltake
Fractal Design Define R5,,ATX Mid Tower,ATX,Black,,False,Acrylic,54.2,8,False,Fractal Design
HYTE Y70 Touch,,ATX Mid Tower,ATX,Black / Red,,False,Tempered Glass,70.7,2,False,HYTE
Rosewill THOR V2,,ATX Full Tower,ATX,Black,,False,Solid,74.8,6,False,Rosewill
Corsair Carbide Series 100R,,ATX Mid Tower,ATX,Black,,False,Acrylic,,4,False,Corsair
Phanteks Enthoo EVOLV ATX,,ATX Mid Tower,ATX,Black,,False,Acrylic,,5,False,Phanteks
DIYPC ARGB Q10,,ATX Mid Tower,ATX,White,,False,Tempered Glass,50.4,1,False,DIYPC
FSP Group CUT593P,2199.79,ATX Full Tower,ATX,White,,False,Tempered Glass,62.6,3,True,FSP
Asiahorse Perseus,3599.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,73.9,2,True,Desconocida
Zalman T7,,ATX Mid Tower,ATX,Black,,False,Tinted Acrylic,34.0,2,False,Zalman
Thermaltake The Tower 300,3079.8,MicroATX Mini Tower,Micro ATX,Green / Pink,,False,Tempered Glass,53.0,3,True,Thermaltake
In Win 101,2384.0,ATX Mid Tower,ATX,Black,,False,Tempered Glass,48.3,2,True,In Win
ADATA XPG INVADER X,3380.0,ATX Mid Tower,ATX,White,,False,Tempered Glass,52.1,3,True,XPG
Antec VSK2000-U3,,HTPC,Mini ITX,Black,,False,Solid,,1,False,Antec
Corsair 4000D,,ATX Mid Tower,ATX,White,,False,Tempered Glass,48.6,2,False,Corsair
Apevia Prodigy,1499.6,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,32.5,2,True,Apevia
Phanteks Eclipse G300A (1 Fan),,ATX Mid Tower,ATX,Black,,False,Tempered Glass,37.2,1,False,Phanteks
Cougar Uniface RGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,53.9,2,False,Cougar
Cooler Master CMP 520,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,41.5,2,False,Cooler Master
SAMA NEVIEW 4503,,ATX Mid Tower,ATX,White,,False,Tempered Glass,54.7,0,False,SAMA
GAMDIAS NESO P1 PRO,,ATX Full Tower,ATX,Black,,False,Tempered Glass,75.2,2,False,GAMDIAS
CiT Alpha,,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,27.1,2,False,CiT
Thermaltake The Tower 600,3799.8,ATX Mid Tower,ATX,Green / White,,False,Tempered Glass,66.2,1,True,Thermaltake
MSI MPG GUNGNIR 100,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,60.8,2,False,MSI
NOX Hummer ASTRA,,ATX Mid Tower,ATX,White,,False,Tempered Glass,54.7,2,False,NOX
Rosewill PRISM S500,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,3,False,Rosewill
Azza Spectra,1299.6,ATX Mid Tower,ATX,White,,False,Tempered Glass,33.4,2,True,Azza
Fractal Design Meshify 3 XL RGB,4199.8,ATX Full Tower,ATX,White,,False,Tempered Glass,72.6,2,True,Fractal Design
Silverstone FARA R1 PRO V2,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,40.1,2,False,SilverStone
Thermaltake Versa H17,,MicroATX Mini Tower,Micro ATX,Black,,False,Acrylic,30.4,2,False,Thermaltake
NZXT S340 Elite,,ATX Mid Tower,ATX,Black / Red,,False,Tempered Glass,41.6,2,False,NZXT
NZXT H510i,,ATX Mid Tower,ATX,Black / Red,,False,Tempered Glass,41.3,2,False,NZXT
In Win BQS656.DD120BL,,Mini ITX Desktop,Mini ITX,Black,120.0,True,Solid,3.3,0,False,In Win
NZXT H210,,Mini ITX Tower,Mini ITX,White,,False,Tempered Glass,27.3,1,False,NZXT
aigo AZ300,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,49.6,2,False,Desconocida
Zalman P10,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,,2,False,Zalman
Raidmax X921 MESHIAN,1399.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,36.8,2,True,Raidmax
Thermaltake CTE E600,3099.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,77.4,2,True,Thermaltake
SHARKOON VK2,,ATX Mid Tower,ATX,Black,,False,Solid,40.5,2,False,SHARKOON
DIYPC DIY-S08,,ATX Mid Tower,ATX,Gray / Black,,False,Tempered Glass,33.2,2,False,DIYPC
Cooler Master MasterBox NR200P,,Mini ITX Desktop,Mini ITX,Pink,,False,Tempered Glass,20.3,2,False,Cooler Master
Thermaltake AH T600 Snow,,ATX Full Tower,ATX,White / Black,,False,Tempered Glass,161.6,2,False,Thermaltake
Fractal Design Meshify S2,,ATX Mid Tower,ATX,Black,,False,Tinted Tempered Glass,58.3,3,False,Fractal Design
Lian Li PC-V650,,ATX Mini Tower,ATX,Black,,False,Solid,38.2,7,False,Lian Li
Corsair Carbide Series SPEC-04,,ATX Mid Tower,ATX,Black / Red,,False,Acrylic,42.8,3,False,Corsair
NZXT H710i,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,58.6,4,False,NZXT
SAMA NEVIEW 2851A,,ATX Mid Tower,ATX,White,,False,Tempered Glass,53.9,1,False,SAMA
Azza Celesta 340F,1359.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,40.2,2,True,Azza
Fractal Design Meshify 3,3199.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,50.3,2,True,Fractal Design
CiT F3 ARGB,,MicroATX Mid Tower,Micro ATX,White,,False,Tempered Glass,25.5,2,False,CiT
SSUPD Meshlicious,,Mini ITX Tower,Mini ITX,White,,False,Mesh,14.7,0,False,SSUPD
Fractal Design Pop Silent,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,46.2,2,False,Fractal Design
Deepcool CH690 DIGITAL,,ATX Mid Tower,ATX,White,,False,Tempered Glass,107.9,1,False,DeepCool
be quiet! Shadow Base 800 FX,4797.79,ATX Mid Tower,ATX,White,,False,Tempered Glass,70.9,2,True,be quiet!
ADATA XPG VALOR AIR,,ATX Mid Tower,ATX,White,,False,Tempered Glass,35.8,3,False,XPG
Phanteks Enthoo Pro M TG,,ATX Mid Tower,ATX,Black,,False,Tinted Tempered Glass,56.4,2,False,Phanteks
Lian Li LANCOOL 205,,ATX Mid Tower,ATX,White,,False,Tempered Glass,,2,False,Lian Li
Phanteks Eclipse P500A D-RGB,,ATX Mid Tower,ATX,White / Black,,False,Tempered Glass,,2,False,Phanteks
darkFlash DK352,,ATX Mid Tower,ATX,White,,False,Tempered Glass,43.1,2,False,darkFlash
Antec P10C,2272.8,ATX Mid Tower,ATX,Black,,False,Solid,51.0,3,True,Antec
Xilence Xilent Blade II,,ATX Mid Tower,ATX,,,False,Tempered Glass,33.7,2,False,Xilence
GameMax Spark,,MicroATX Mid Tower,Micro ATX,White,,False,Tempered Glass,26.5,1,False,GameMax
KOLINK Citadel Mesh RGB,,MicroATX Mini Tower,Micro ATX,White,,False,Tempered Glass,34.5,2,False,KOLINK
SSUPD Meshlicious,,Mini ITX Tower,Mini ITX,Black,,False,Mesh,14.7,0,False,SSUPD
Fractal Design Pop Air,,ATX Mid Tower,ATX,Green / Black,,False,Tempered Glass,46.2,2,False,Fractal Design
Thermaltake AH T600,,ATX Full Tower,ATX,Black,,False,Tempered Glass,161.6,2,False,Thermaltake
NZXT H710,,ATX Mid Tower,ATX,Black / Red,,False,Tempered Glass,58.6,4,False,NZXT
Thermaltake H200 TG Snow RGB Light Strip,,ATX Mid Tower,ATX,White,,False,Tempered Glass,39.7,2,False,Thermaltake
Antec Nine Hundred,,ATX Mid Tower,ATX,Black,,False,Acrylic,47.1,6,False,Antec
Corsair Carbide Series SPEC-01,,ATX Mid Tower,ATX,Black,,False,Acrylic,38.3,4,False,Corsair
DIYPC ARGB-Q3,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,38.6,2,False,DIYPC
KOLINK Observatory HF Glass ARGB,,ATX Mid Tower,ATX,White,,False,Tempered Glass,35.0,2,False,KOLINK
KOLINK Rocket Heavy Vented,,Mini ITX Desktop,Mini ITX,Black,,False,Mesh,16.7,1,False,KOLINK
Thermaltake Divider 170 TG ARGB,,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,36.5,2,False,Thermaltake
Jonsbo D30,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,26.6,1,False,Jonsbo
DIYPC DIY-S08,,ATX Mid Tower,ATX,Green / Black,,False,Tempered Glass,33.2,2,False,DIYPC
Thermaltake Ceres 500,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,65.3,2,False,Thermaltake
Zalman Z10 DUO,1999.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,51.6,2,True,Zalman
Cooler Master CMP 510,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,42.0,2,False,Cooler Master
GameMax MeshBox Pro,,ATX Mid Tower,ATX,Black,,False,Mesh,33.5,1,False,GameMax
Deepcool CG580 4F,,ATX Mid Tower,ATX,White,,False,Tempered Glass,51.5,2,False,DeepCool
NZXT H400i,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,36.9,1,False,NZXT
NZXT H700i,,ATX Mid Tower,ATX,Black / White,,False,Tempered Glass,58.6,2,False,NZXT
Fractal Design Define R6,,ATX Mid Tower,ATX,Black / White,,False,Tempered Glass,56.7,6,False,Fractal Design
Phanteks EVOLV SHIFT XT,,Mini ITX Desktop,Mini ITX,Black,,False,Tempered Glass,17.5,0,False,Phanteks
darkFlash DPW90M,,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,48.5,2,False,darkFlash
Silverstone ML05B,1499.8,HTPC,Mini ITX,Black,,False,Solid,,0,True,SilverStone
Cougar Panzer Max,,ATX Full Tower,ATX,Black,,False,Acrylic,90.5,2,False,Cougar
ENDORFY Signum 300 Solid,,ATX Mid Tower,ATX,Black,,False,Solid,37.8,2,False,ENDORFY
GAMDIAS NESO P1,3319.8,ATX Full Tower,ATX,White,,False,Tempered Glass,75.2,5,True,GAMDIAS
Fractal Design Focus G,,ATX Mid Tower,ATX,Black / Blue,,False,Acrylic,42.2,2,False,Fractal Design
FSP Group CMT380,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,45.5,2,False,FSP
SHARKOON Rebel C50,9187.79,ATX Mid Tower,ATX,White,,False,Mesh,52.4,3,True,SHARKOON
Thermaltake Core P8 TG,,ATX Full Tower,ATX,Black,,False,Tempered Glass,107.4,3,False,Thermaltake
Fractal Design Focus 2,,ATX Mid Tower,ATX,White / Black,,False,Tempered Glass,45.8,2,False,Fractal Design
Cooler Master MasterBox TD500 ARGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,50.1,2,False,Cooler Master
Phanteks Enthoo 719,,ATX Full Tower,ATX,Black,,False,Tempered Glass,81.4,4,False,Phanteks
Corsair Obsidian Series 450D,,ATX Mid Tower,ATX,Black,,False,Acrylic,51.6,3,False,Corsair
Cooler Master MasterCase H500P Mesh ARGB,,ATX Mid Tower,ATX,White,,False,Tempered Glass,71.4,2,False,Cooler Master
Montech X1,,ATX Mid Tower,ATX,White,,False,Tempered Glass,32.3,1,False,Montech
Apevia Genesis Pro,1599.6,ATX Mid Tower,ATX,White,,False,Tempered Glass,35.7,3,True,Apevia
Mars Gaming MC-400,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,29.9,2,False,Mars Gaming
Cougar Purity,,MicroATX Mini Tower,Micro ATX,Black,,False,Solid,28.2,2,False,Cougar
Silverstone FARA 312X,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,37.2,2,False,SilverStone
Fractal Design Meshify 2 Compact RGB,5472.6,ATX Mid Tower,ATX,Black,,False,Tinted Tempered Glass,42.3,2,True,Fractal Design
Zalman M4,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,34.0,2,False,Zalman
SHARKOON M25-V,,ATX Mid Tower,ATX,Black,,False,Solid,43.9,3,False,SHARKOON
