name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
G.Skill Trident Z 32 GB,,"5,6000","2,16",,White / Black,12.0,36.0
G.Skill Trident Z 32 GB,,"5,6000","2,16",,White / Black,13.333,40.0
G.Skill Trident Z 32 GB,,"5,5600","2,16",,Black,12.857,36.0
G.Skill Trident Z 32 GB,,"5,5600","2,16",,Black,14.286,40.0
G.Skill Trident Z 32 GB,,"5,5600","2,16",,Black,14.286,40.0
G.Skill Trident Z 32 GB,,"5,6000","2,16",,Black,12.0,36.0
G.Skill Trident Z 32 GB,,"5,6000","2,16",,Black,12.0,36.0
G.Skill Ripjaws V 128 GB,,"4,2400","8,16",,Red,12.5,15.0
G.Skill Ripjaws V 128 GB,,"4,3000","8,16",,Red,10.667,16.0
G.Skill Ripjaws V 128 GB,,"4,2666","8,16",,Red,12.003,16.0
G.Skill Ripjaws V 128 GB,,"4,3000","8,16",,Red,10.667,16.0
G.Skill Sniper X 16 GB,,"4,2400","2,8",,Black / White,14.167,17.0
G.Skill Sniper X 32 GB,,"4,2400","2,16",,Black / White,14.167,17.0
G.Skill Sniper X 64 GB,,"4,2400","4,16",,Black / White,14.167,17.0
G.Skill Sniper X 32 GB,,"4,3000","4,8",,Black / White,10.667,16.0
G.Skill Sniper X 64 GB,,"4,3000","4,16",,Black / White,10.667,16.0
G.Skill Sniper X 32 GB,,"4,3200","4,8",,Black / White,10.0,16.0
G.Skill Sniper X 64 GB,,"4,3200","4,16",,Black / White,10.0,16.0
G.Skill Sniper X 64 GB,,"4,3600","4,16",,Black / White,10.556,19.0
G.Skill Sniper X 8 GB,,"4,3600","1,8",,Black / White,10.556,19.0
G.Skill Sniper X 16 GB,,"4,3600","2,8",,White,10.0,18.0
G.Skill Trident Z Royal 16 GB,,"4,4000","2,8",,Gold,8.0,16.0
G.Skill Trident Z Royal 32 GB,,"4,4000","2,16",,Gold,8.0,16.0
G.Skill Trident Z Royal 32 GB,,"4,4000","4,8",,Silver,8.5,17.0
G.Skill Trident Z Royal Elite 128 GB,,"4,3600","8,16",,Gold,7.778,14.0
G.Skill Trident Z Royal Elite 64 GB,,"4,3600","8,8",,Gold,7.778,14.0
G.Skill Trident Z Royal Elite 32 GB,,"4,4000","2,16",,Gold,8.0,16.0
G.Skill Trident Z RGB 64 GB,,"4,2400","4,16",,Black,12.5,15.0
G.Skill Trident Z RGB 128 GB,,"4,3200","8,16",,,9.375,15.0
G.Skill Trident Z RGB 64 GB,,"4,3200","8,8",,,9.375,15.0
G.Skill Trident Z RGB 16 GB,,"4,4000","2,8",,,8.5,17.0
G.Skill Trident Z RGB 64 GB,,"4,4000","8,8",,,9.0,18.0
G.Skill F4-3200C15D-16GTZKY 16 GB,,"4,3200","2,8",,Black / Yellow,9.375,15.0
G.Skill F4-3200C15Q-64GTZSW 64 GB,,"4,3200","4,16",,Gray / White,9.375,15.0
G.Skill F4-3200C15Q2-128GTZ 128 GB,,"4,3200","8,16",,Gray / Red,9.375,15.0
G.Skill F4-3200C15Q2-128GTZSW 128 GB,,"4,3200","8,16",,Gray / White,9.375,15.0
G.Skill F4-3200C16D-32GTZKO 32 GB,,"4,3200","2,16",,Black / Orange,10.0,16.0
G.Skill F4-3200C16D-32GTZKY 32 GB,,"4,3200","2,16",,Black / Yellow,10.0,16.0
G.Skill F4-3200C16Q-32GTZKO 32 GB,,"4,3200","4,8",,Black / Orange,10.0,16.0
G.Skill F4-3200C16Q-64GTZ 64 GB,,"4,3200","4,16",,Silver / Red,10.0,16.0
G.Skill F4-3200C16Q-64GTZKY 64 GB,,"4,3200","4,16",,Black / Yellow,10.0,16.0
G.Skill F4-3200C16Q-64GTZSK 64 GB,6580.0,"4,3200","4,16",5.141,Gray / Black,10.0,16.0
G.Skill F4-3200C16Q-64GTZSW 64 GB,,"4,3200","4,16",,Gray / White,10.0,16.0
G.Skill F4-3200C16Q2-128GTZSW 128 GB,,"4,3200","8,16",,Gray / White,10.0,16.0
G.Skill F4-3200C16Q2-64GTZB 64 GB,,"4,3200","8,8",,Gray / Red,10.0,16.0
G.Skill F4-3200C16Q2-64GTZKO 64 GB,,"4,3200","8,8",,Gray / Orange,10.0,16.0
G.Skill F4-3200C16Q2-64GTZKW 64 GB,,"4,3200","8,8",,Black / White,10.0,16.0
G.Skill F4-3200C16Q2-64GTZSW 64 GB,,"4,3200","8,8",,Gray / White,10.0,16.0
G.Skill F4-3600C16Q2-64GTZSW 64 GB,8741.6,"4,3600","8,8",6.829,Gray / White,8.889,16.0
G.Skill F4-3600C17Q-64GTZ 64 GB,,"4,3600","4,16",,Gray / Red,9.444,17.0
G.Skill F4-3866C18Q-32GTZ 32 GB,,"4,3866","4,8",,Gray / Red,9.312,18.0
G.Skill F4-3866C18Q-32GTZSW 32 GB,,"4,3866","4,8",,Gray / White,9.312,18.0
G.Skill F4-3866C19Q2-128GTZSW 128 GB,,"4,3866","8,16",,Gray / White,9.829,19.0
G.Skill F4-4000C18Q-32GTZSW 32 GB,,"4,4000","4,8",,Gray / White,9.0,18.0
G.Skill F4-4000C18Q2-64GTZKK 64 GB,,"4,4000","8,8",,Black,9.0,18.0
G.Skill Ares 8 GB,,"3,1600","1,8",,Blue,11.25,9.0
G.Skill Ares 4 GB,,"3,1600","1,4",,Orange,11.25,9.0
G.Skill Ares 32 GB,,"3,1600","4,8",,Blue,11.25,9.0
G.Skill Ares 64 GB,,"3,1333","8,8",,Orange,13.503,9.0
G.Skill Trident Z Neo 32 GB,,"4,2666","4,8",,Black / White,13.503,18.0
G.Skill Trident Z Neo 32 GB,,"4,4000","2,16",,Black / White,8.0,16.0
G.Skill Trident Z RGB (For AMD) 64 GB,,"4,2400","8,8",,Black,12.5,15.0
G.Skill Trident Z RGB (For AMD) 64 GB,,"4,2933","8,8",,Black,9.547,14.0
G.Skill Trident Z RGB (For AMD) 128 GB,,"4,2933","8,16",,Black,10.91,16.0
G.Skill Trident Z RGB (For AMD) 64 GB,,"4,2933","8,8",,Black,10.91,16.0
G.Skill Ripjaws 4 16 GB,,"4,3000","2,8",,Red,10.667,16.0
G.Skill Ripjaws 4 8 GB,,"4,3000","1,8",,Red,10.667,16.0
G.Skill Ripjaws S5 32 GB,,"5,5200","2,16",,White,15.385,40.0
G.Skill Flare X 128 GB,,"4,2933","8,16",,Black,10.91,16.0
G.Skill Flare X 128 GB,,"4,2933","8,16",,Black,9.547,14.0
TEAMGROUP Elite Plus 8 GB,,"5,4800","1,8",,Black,16.667,40.0
TEAMGROUP Elite Plus 8 GB,,"5,4800","1,8",,Silver,16.667,40.0
TEAMGROUP Elite Plus 16 GB,,"5,4800","1,16",,Silver,16.667,40.0
TEAMGROUP Elite Plus 16 GB,,"5,6000","1,16",,Silver,13.333,40.0
TEAMGROUP Elite Plus 64 GB,,"5,4800","2,32",,Black,16.667,40.0
TEAMGROUP Elite Plus 32 GB,,"5,4800","2,16",,Silver,16.667,40.0
Kingston FURY Renegade 16 GB,1903.19,"5,6400","1,16",5.947,Silver / Black,10.0,32.0
Acer UD100 4 GB,,"4,2666","1,4",,Black,14.254,19.0
Acer Predator Apollo RGB 16 GB,,"4,4133","2,8",,Silver / Black,9.194,19.0
Corsair Vengeance RGB Pro SL 128 GB,,"4,3200","8,16",,Black,10.0,16.0
Corsair Dominator Platinum RGB 16 GB,1919.8,"4,3600","2,8",5.999,Black,10.0,18.0
Patriot Signature Line 32 GB,,"4,2666","1,32",,Black,14.254,19.0
Patriot Signature Line 16 GB,799.8,"4,2666","1,16",2.499,,14.254,19.0
Patriot Viper 4 Blackout 16 GB,,"4,4133","2,8",,Black,8.71,18.0
Patriot Viper 4 Blackout 16 GB,,"4,4266","2,8",,Black,8.439,18.0
Patriot Viper Elite 32 GB,,"4,2666","1,32",,Black / Silver,12.003,16.0
Patriot Viper Steel 32 GB,,"4,3000","1,32",,Gray,10.667,16.0
Patriot Viper Steel 64 GB,,"4,3000","2,32",,Gray,10.667,16.0
Silicon Power XPOWER Zenith Gaming 16 GB,,"4,3600","1,16",,Black,10.0,18.0
Silicon Power XPOWER Zenith Gaming 16 GB,,"4,3600","1,16",,Black,10.0,18.0
Silicon Power XPOWER Zenith Gaming 16 GB,,"4,3200","1,16",,Black,10.0,16.0
Silicon Power XPOWER Zenith Gaming 16 GB,,"4,3200","1,16",,Black,10.0,16.0
Kingston ValueRAM 16 GB,1499.6,"4,2133","1,16",4.686,,14.065,15.0
Silicon Power XPOWER Zenith RGB Gaming 8 GB,,"5,5200","1,8",,Black,14.615,38.0
Silicon Power XPOWER Zenith RGB Gaming 8 GB,,"5,5200","1,8",,White,14.615,38.0
Silicon Power XPOWER Zenith RGB Gaming 8 GB,,"5,5600","1,8",,Black,14.286,40.0
Silicon Power XPOWER Zenith RGB Gaming 8 GB,,"5,5600","1,8",,White,14.286,40.0
Silicon Power XPOWER Zenith RGB Gaming 16 GB,,"5,5200","1,16",,Black,14.615,38.0
Silicon Power XPOWER Zenith RGB Gaming 16 GB,,"5,5200","1,16",,White,14.615,38.0
Silicon Power XPOWER Zenith RGB Gaming 16 GB,,"5,5200","2,8",,Black,14.615,38.0
Silicon Power XPOWER Zenith RGB Gaming 16 GB,,"5,5200","2,8",,White,14.615,38.0
Silicon Power XPOWER Zenith RGB Gaming 16 GB,,"5,5600","1,16",,Black,14.286,40.0
Silicon Power XPOWER Zenith RGB Gaming 16 GB,,"5,5600","1,16",,White,14.286,40.0
Silicon Power XPOWER Zenith RGB Gaming 16 GB,,"5,5600","2,8",,Black,14.286,40.0
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"5,5200","1,32",,Black,14.615,38.0
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"5,5200","1,32",,White,14.615,38.0
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"5,5600","2,16",,Black,14.286,40.0
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"5,5600","2,16",,White,14.286,40.0
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"5,5600","1,32",,Black,14.286,40.0
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"5,5600","1,32",,White,14.286,40.0
Silicon Power XPOWER Zenith RGB Gaming 64 GB,,"5,5200","2,32",,Black,14.615,38.0
Silicon Power XPOWER Zenith RGB Gaming 64 GB,,"5,5200","2,32",,White,14.615,38.0
Silicon Power XPOWER Zenith RGB Gaming 64 GB,,"5,5600","2,32",,Black,14.286,40.0
Silicon Power XPOWER Zenith RGB Gaming 64 GB,,"5,5600","2,32",,White,14.286,40.0
Silicon Power XPOWER Turbine RGB 8 GB,,"4,3200","1,8",,Silver / Black,10.0,16.0
Silicon Power XPOWER Turbine RGB 8 GB,,"4,3600","1,8",,Silver / Black,10.0,18.0
Silicon Power XPOWER Turbine RGB 8 GB,,"4,4133","1,8",,Silver / Black,9.194,19.0
Silicon Power XPOWER Turbine RGB 16 GB,,"4,3200","1,16",,Silver / Black,10.0,16.0
Silicon Power XPOWER Turbine RGB 16 GB,,"4,3600","1,16",,Silver / Black,10.0,18.0
Silicon Power XPOWER Turbine RGB 16 GB,,"4,4133","2,8",,Silver / Black,9.194,19.0
Silicon Power XPOWER Turbine RGB 16 GB,,"4,4133","1,16",,Silver / Black,9.194,19.0
Silicon Power XPOWER Turbine RGB 32 GB,,"4,3200","2,16",,Silver / Black,10.0,16.0
Silicon Power XPOWER Turbine RGB 32 GB,,"4,4133","2,16",,Silver / Black,9.194,19.0
Silicon Power XPOWER Zenith RGB Gaming 8 GB,,"4,3600","1,8",,Black,10.0,18.0
Silicon Power XPOWER Zenith RGB Gaming 16 GB,,"4,3600","1,16",,Black,10.0,18.0
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"4,3200","2,16",,Black,10.0,16.0
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"4,3600","2,16",,Black,10.0,18.0
Silicon Power XPOWER Zenith Gaming 8 GB,,"5,5200","1,8",,Black,14.615,38.0
Silicon Power XPOWER Zenith Gaming 8 GB,,"5,5200","1,8",,White,14.615,38.0
Silicon Power XPOWER Zenith Gaming 16 GB,,"5,5200","1,16",,Black,14.615,38.0
Silicon Power XPOWER Zenith Gaming 16 GB,,"5,5200","1,16",,White,14.615,38.0
Silicon Power XPOWER Zenith Gaming 16 GB,,"5,5200","2,8",,Black,14.615,38.0
Silicon Power XPOWER Zenith Gaming 32 GB,,"5,5200","2,16",,Black,14.615,38.0
Silicon Power XPOWER Zenith Gaming 32 GB,,"5,5200","2,16",,White,14.615,38.0
Silicon Power XPOWER Zenith Gaming 32 GB,,"5,5200","1,32",,Black,14.615,38.0
Silicon Power XPOWER Zenith Gaming 64 GB,,"5,5200","2,32",,Black,14.615,38.0
Silicon Power XPOWER Zenith Gaming 64 GB,,"5,5200","2,32",,White,14.615,38.0
Silicon Power XPOWER Zenith Gaming 64 GB,,"5,5600","2,32",,Black,14.286,40.0
Silicon Power XPOWER AirCool 8 GB,,"4,2666","1,8",,,12.003,16.0
Silicon Power XPOWER AirCool 8 GB,,"4,3000","1,8",,,10.667,16.0
Silicon Power XPOWER AirCool 8 GB,,"4,3600","1,8",,,10.0,18.0
Silicon Power XPOWER AirCool 8 GB,,"4,4133","1,8",,,9.194,19.0
Silicon Power XPOWER AirCool 16 GB,,"4,2666","1,16",,,12.003,16.0
Silicon Power XPOWER AirCool 16 GB,,"4,2666","2,8",,,12.003,16.0
Silicon Power XPOWER AirCool 16 GB,,"4,3000","1,16",,,10.667,16.0
Silicon Power XPOWER AirCool 16 GB,,"4,3000","2,8",,,10.667,16.0
Silicon Power XPOWER AirCool 16 GB,,"4,3000","1,16",,,10.667,16.0
Silicon Power XPOWER AirCool 16 GB,,"4,3200","1,16",,,10.0,16.0
Silicon Power XPOWER AirCool 16 GB,,"4,3200","2,8",,,10.0,16.0
Silicon Power XPOWER AirCool 16 GB,,"4,3600","1,16",,,10.0,18.0
Silicon Power XPOWER AirCool 16 GB,,"4,3600","2,8",,,10.0,18.0
Silicon Power XPOWER AirCool 16 GB,,"4,4133","1,16",,,9.194,19.0
Silicon Power XPOWER AirCool 16 GB,,"4,4133","2,8",,,9.194,19.0
Silicon Power XPOWER AirCool 32 GB,,"4,2666","2,16",,,12.003,16.0
Silicon Power XPOWER AirCool 32 GB,,"4,3000","2,16",,,10.667,16.0
Silicon Power XPOWER AirCool 32 GB,,"4,3000","2,16",,,10.667,16.0
Silicon Power XPOWER AirCool 32 GB,,"4,3600","2,16",,,10.0,18.0
Silicon Power XPOWER AirCool 32 GB,,"4,4133","2,16",,,9.194,19.0
Silicon Power XPOWER Turbine 8 GB,,"4,2666","1,8",,Blue / Black,12.003,16.0
Silicon Power XPOWER Turbine 8 GB,,"4,3000","1,8",,Blue / Black,10.667,16.0
Silicon Power XPOWER Turbine 8 GB,,"4,3600","1,8",,Blue / Black,10.0,18.0
Silicon Power XPOWER Turbine 8 GB,,"4,4133","1,8",,Blue / Black,9.194,19.0
Silicon Power XPOWER Turbine 16 GB,,"4,2666","1,16",,Blue / Black,12.003,16.0
Silicon Power XPOWER Turbine 16 GB,,"4,3000","1,16",,Blue / Black,10.667,16.0
Silicon Power XPOWER Turbine 16 GB,,"4,3000","1,16",,Blue / Black,10.667,16.0
Silicon Power XPOWER Turbine 16 GB,,"4,3600","1,16",,Blue / Black,10.0,18.0
Silicon Power XPOWER Turbine 16 GB,,"4,4133","1,16",,Blue / Black,9.194,19.0
Silicon Power XPOWER Turbine 32 GB,,"4,3000","2,16",,Blue / Black,10.667,16.0
Silicon Power XPOWER Turbine 32 GB,,"4,3000","2,16",,Blue / Black,10.667,16.0
Silicon Power XPOWER Turbine 32 GB,,"4,4133","2,16",,Blue / Black,9.194,19.0
Silicon Power XPOWER Zenith Gaming 8 GB,,"5,5600","1,8",,Black,14.286,40.0
Silicon Power XPOWER Zenith Gaming 8 GB,,"5,5600","1,8",,White,14.286,40.0
Silicon Power XPOWER Zenith Gaming 16 GB,,"5,5600","1,16",,Black,14.286,40.0
Silicon Power XPOWER Zenith Gaming 32 GB,,"5,5600","1,32",,Black,14.286,40.0
Silicon Power XPOWER Zenith Gaming 32 GB,,"5,5600","1,32",,White,14.286,40.0
Silicon Power SP004GBLFU213N01 4 GB,,"4,2133","1,4",,,14.065,15.0
Silicon Power SP004GBLFU213N02 4 GB,,"4,2133","1,4",,,14.065,15.0
Silicon Power SP004GBLFU240N01 4 GB,,"4,2400","1,4",,,14.167,17.0
Silicon Power SP004GBLFU240X02 4 GB,,"4,2400","1,4",,,14.167,17.0
Silicon Power SP004GBLFU266N02 4 GB,,"4,2666","1,4",,,14.254,19.0
Silicon Power SP008GBLFU213B01 8 GB,,"4,2133","1,8",,,14.065,15.0
Silicon Power SP008GBLFU213N02 8 GB,,"4,2133","1,8",,,14.065,15.0
Silicon Power SP008GBLFU213N21 8 GB,,"4,2133","2,4",,,14.065,15.0
Silicon Power SP008GBLFU213N22 8 GB,,"4,2133","2,4",,,14.065,15.0
Silicon Power SP008GBLFU213X02 8 GB,,"4,2133","1,8",,,14.065,15.0
Silicon Power SP008GBLFU213X22 8 GB,,"4,2133","2,4",,,14.065,15.0
Silicon Power SP008GBLFU240B01 8 GB,,"4,2400","1,8",,,14.167,17.0
Silicon Power SP008GBLFU240B02 8 GB,,"4,2400","1,8",,,14.167,17.0
Silicon Power SP008GBLFU240N02 8 GB,,"4,2400","1,8",,,14.167,17.0
Silicon Power SP008GBLFU240N21 8 GB,,"4,2400","2,4",,,14.167,17.0
Silicon Power SP008GBLFU240N22 8 GB,,"4,2400","2,4",,,14.167,17.0
Silicon Power SP008GBLFU240X22 8 GB,,"4,2400","2,4",,,14.167,17.0
Silicon Power SP008GBLFU266B01 8 GB,,"4,2666","1,8",,,14.254,19.0
Silicon Power SP008GBLFU266N22 8 GB,,"4,2666","2,4",,,14.254,19.0
Silicon Power SP008GBLFU320B01 8 GB,,"4,3200","1,8",,,13.75,22.0
Silicon Power SP016GBLFU213B01 16 GB,,"4,2133","1,16",,,14.065,15.0
Silicon Power SP016GBLFU213B21 16 GB,,"4,2133","2,8",,,14.065,15.0
Silicon Power SP016GBLFU213B22 16 GB,,"4,2133","2,8",,,14.065,15.0
Silicon Power SP016GBLFU213N42 16 GB,,"4,2133","4,4",,,14.065,15.0
Silicon Power SP016GBLFU213X02 16 GB,,"4,2133","1,16",,,14.065,15.0
Silicon Power SP016GBLFU213X22 16 GB,,"4,2133","2,8",,,14.065,15.0
Silicon Power SP016GBLFU240B01 16 GB,,"4,2400","1,16",,,14.167,17.0
Silicon Power SP016GBLFU240B02 16 GB,,"4,2400","1,16",,,14.167,17.0
Silicon Power SP016GBLFU240B21 16 GB,,"4,2400","2,8",,,14.167,17.0
Silicon Power SP016GBLFU240B22 16 GB,,"4,2400","2,8",,,14.167,17.0
Silicon Power SP016GBLFU240F02 16 GB,,"4,2400","1,16",,,14.167,17.0
Silicon Power SP016GBLFU240X22 16 GB,,"4,2400","2,8",,,14.167,17.0
Silicon Power SP016GBLFU266B01 16 GB,,"4,2666","1,16",,,14.254,19.0
Silicon Power SP016GBLFU266B22 16 GB,,"4,2666","2,8",,,14.254,19.0
Silicon Power SP016GBLFU266F01 16 GB,,"4,2666","1,16",,,14.254,19.0
Silicon Power SP016GBLFU320B01 16 GB,,"4,3200","1,16",,,13.75,22.0
Silicon Power SP016GBLFU320B21 16 GB,,"4,3200","2,8",,,13.75,22.0
Silicon Power SP016GBLFU320F01 16 GB,,"4,3200","1,16",,,13.75,22.0
Silicon Power SP016GBLFU320F02 16 GB,,"4,3200","1,16",,,13.75,22.0
Silicon Power SP032GBLFU213B21 32 GB,,"4,2133","2,16",,,14.065,15.0
Silicon Power SP032GBLFU213B22 32 GB,,"4,2133","2,16",,,14.065,15.0
Silicon Power SP032GBLFU213X22 32 GB,,"4,2133","2,16",,,14.065,15.0
Silicon Power SP032GBLFU240B21 32 GB,,"4,2400","2,16",,,14.167,17.0
Silicon Power SP032GBLFU240B22 32 GB,,"4,2400","2,16",,,14.167,17.0
Silicon Power SP032GBLFU266B22 32 GB,,"4,2666","2,16",,,14.254,19.0
Silicon Power SP032GBLFU266F01 32 GB,,"4,2666","1,32",,,14.254,19.0
Silicon Power SP032GBLFU266F02 32 GB,,"4,2666","1,32",,,14.254,19.0
Silicon Power SP032GBLFU266F21 32 GB,,"4,2666","2,16",,,14.254,19.0
Silicon Power SP032GBLFU266F22 32 GB,,"4,2666","2,16",,,14.254,19.0
Silicon Power SP032GBLFU266X02 32 GB,,"4,2666","1,32",,,14.254,19.0
Silicon Power SP032GBLFU320B21 32 GB,,"4,3200","2,16",,,13.75,22.0
Silicon Power SP032GBLFU320B22 32 GB,,"4,3200","2,16",,,13.75,22.0
Silicon Power SP032GBLFU320F01 32 GB,,"4,3200","1,32",,,13.75,22.0
Silicon Power SP032GBLFU320F02 32 GB,,"4,3200","1,32",,,13.75,22.0
Silicon Power SP032GBLFU320F21 32 GB,,"4,3200","2,16",,,13.75,22.0
Silicon Power SP032GBLFU320F22 32 GB,,"4,3200","2,16",,,13.75,22.0
Silicon Power SP064GBLFU266F21 64 GB,,"4,2666","2,32",,,14.254,19.0
Silicon Power SP064GBLFU266F22 64 GB,,"4,2666","2,32",,,14.254,19.0
Silicon Power SP064GBLFU266X22 64 GB,,"4,2666","2,32",,,14.254,19.0
Silicon Power SP064GBLFU320F21 64 GB,,"4,3200","2,32",,,13.75,22.0
Silicon Power SP008GBSVU480G02 8 GB,,"5,4800","1,8",,,16.667,40.0
Silicon Power SP016GBSVU480G22 16 GB,,"5,4800","2,8",,,16.667,40.0
Silicon Power SP064GBSVU480F22 64 GB,,"5,4800","2,32",,,16.667,40.0
Silicon Power SP004GBSFU213N01 4 GB,,"4,2133","1,4",,,14.065,15.0
Silicon Power SP004GBSFU213N02 4 GB,,"4,2133","1,4",,,14.065,15.0
Silicon Power SP004GBSFU213X02 4 GB,,"4,2133","1,4",,,14.065,15.0
Silicon Power SP004GBSFU240N01 4 GB,,"4,2400","1,4",,,14.167,17.0
Silicon Power SP004GBSFU266N02 4 GB,,"4,2666","1,4",,,14.254,19.0
Silicon Power SP004GBSFU266C02 4 GB,,"4,2666","1,4",,,14.254,19.0
Silicon Power SP004GBSFU240X02 4 GB,,"4,2400","1,4",,,14.167,17.0
Silicon Power SP004GBSFU240N02 4 GB,,"4,2400","1,4",,,14.167,17.0
Silicon Power SP008GBSFU213B01 8 GB,,"4,2133","1,8",,,14.065,15.0
Silicon Power SP008GBSFU213B02 8 GB,,"4,2133","1,8",,,14.065,15.0
Silicon Power SP008GBSFU213N02 8 GB,,"4,2133","1,8",,,14.065,15.0
Silicon Power SP008GBSFU213N21 8 GB,,"4,2133","2,4",,,14.065,15.0
Silicon Power SP008GBSFU213N22 8 GB,,"4,2133","2,4",,,14.065,15.0
Silicon Power SP008GBSFU213X02 8 GB,,"4,2133","1,8",,,14.065,15.0
Silicon Power SP008GBSFU213X22 8 GB,,"4,2133","2,4",,,14.065,15.0
Silicon Power SP008GBSFU240B01 8 GB,,"4,2400","1,8",,,14.167,17.0
Silicon Power SP008GBSFU240N02 8 GB,,"4,2400","1,8",,,14.167,17.0
Silicon Power SP008GBSFU240N21 8 GB,,"4,2400","2,4",,,14.167,17.0
Silicon Power SP008GBSFU240N22 8 GB,,"4,2400","2,4",,,14.167,17.0
Silicon Power SP008GBSFU240X02 8 GB,,"4,2400","1,8",,,14.167,17.0
Silicon Power SP008GBSFU240X22 8 GB,,"4,2400","2,4",,,14.167,17.0
Silicon Power SP008GBSFU266B01 8 GB,,"4,2666","1,8",,,14.254,19.0
Silicon Power SP008GBSFU266N22 8 GB,,"4,2666","2,4",,,14.254,19.0
Silicon Power SP008GBSFU266X22 8 GB,,"4,2666","2,4",,,14.254,19.0
Silicon Power SP008GBSFU320B01 8 GB,,"4,3200","1,8",,,13.75,22.0
Silicon Power SP008GBSFU320B02 8 GB,,"4,3200","1,8",,,13.75,22.0
Silicon Power SP016GBSFU213B01 16 GB,,"4,2133","1,16",,,14.065,15.0
Silicon Power SP016GBSFU213B21 16 GB,,"4,2133","2,8",,,14.065,15.0
Silicon Power SP016GBSFU213B22 16 GB,,"4,2133","2,8",,,14.065,15.0
Silicon Power SP016GBSFU213X02 16 GB,,"4,2133","1,16",,,14.065,15.0
Silicon Power SP016GBSFU213X22 16 GB,,"4,2133","2,8",,,14.065,15.0
Silicon Power SP016GBSFU240B01 16 GB,,"4,2400","1,16",,,14.167,17.0
Silicon Power SP016GBSFU240B02 16 GB,,"4,2400","1,16",,,14.167,17.0
Silicon Power SP016GBSFU240B21 16 GB,,"4,2400","2,8",,,14.167,17.0
Silicon Power SP016GBSFU240F02 16 GB,,"4,2400","1,16",,,14.167,17.0
Silicon Power SP016GBSFU240X02 16 GB,,"4,2400","1,16",,,14.167,17.0
Silicon Power SP016GBSFU240X22 16 GB,,"4,2400","2,8",,,14.167,17.0
Silicon Power SP016GBSFU266B01 16 GB,,"4,2666","1,16",,,14.254,19.0
Silicon Power SP016GBSFU266B02 16 GB,,"4,2666","1,16",,,14.254,19.0
Silicon Power SP016GBSFU266F01 16 GB,,"4,2666","1,16",,,14.254,19.0
Silicon Power SP016GBSFU266X02 16 GB,,"4,2666","1,16",,,14.254,19.0
Silicon Power SP016GBSFU266X22 16 GB,,"4,2666","2,8",,,14.254,19.0
Silicon Power SP016GBSFU320B01 16 GB,,"4,3200","1,16",,,13.75,22.0
Silicon Power SP016GBSFU320B02 16 GB,,"4,3200","1,16",,,13.75,22.0
Silicon Power SP016GBSFU320B21 16 GB,,"4,3200","2,8",,,13.75,22.0
Silicon Power SP016GBSFU320B22 16 GB,,"4,3200","2,8",,,13.75,22.0
Silicon Power SP016GBSFU320F01 16 GB,,"4,3200","1,16",,,13.75,22.0
Silicon Power SP016GBSFU320F02 16 GB,,"4,3200","1,16",,,13.75,22.0
Silicon Power SP032GBSFU213B21 32 GB,,"4,2133","2,16",,,14.065,15.0
Silicon Power SP032GBSFU213B22 32 GB,,"4,2133","2,16",,,14.065,15.0
Silicon Power SP032GBSFU213X22 32 GB,,"4,2133","2,16",,,14.065,15.0
Silicon Power SP032GBSFU240B21 32 GB,,"4,2400","2,16",,,14.167,17.0
Silicon Power SP032GBSFU240B22 32 GB,,"4,2400","2,16",,,14.167,17.0
Silicon Power SP032GBSFU240X22 32 GB,,"4,2400","2,16",,,14.167,17.0
Silicon Power SP032GBSFU266B22 32 GB,,"4,2666","2,16",,,14.254,19.0
Silicon Power SP032GBSFU266F01 32 GB,,"4,2666","1,32",,,14.254,19.0
Silicon Power SP032GBSFU266F02 32 GB,,"4,2666","1,32",,,14.254,19.0
Silicon Power SP032GBSFU266F21 32 GB,,"4,2666","2,16",,,14.254,19.0
Silicon Power SP032GBSFU266X02 32 GB,,"4,2666","1,32",,,14.254,19.0
Silicon Power SP032GBSFU266X22 32 GB,,"4,2666","2,16",,,14.254,19.0
Silicon Power SP032GBSFU320B21 32 GB,,"4,3200","2,16",,,13.75,22.0
Silicon Power SP032GBSFU320B22 32 GB,,"4,3200","2,16",,,13.75,22.0
Silicon Power SP032GBSFU320F01 32 GB,,"4,3200","1,32",,,13.75,22.0
Silicon Power SP032GBSFU320F21 32 GB,,"4,3200","2,16",,,13.75,22.0
Silicon Power SP032GBSFU320F22 32 GB,,"4,3200","2,16",,,13.75,22.0
Silicon Power SP064GBSFU266F21 64 GB,,"4,2666","2,32",,,14.254,19.0
Silicon Power SP064GBSFU266F22 64 GB,,"4,2666","2,32",,,14.254,19.0
Silicon Power SP064GBSFU320F21 64 GB,,"4,3200","2,32",,,13.75,22.0
Silicon Power SP064GBSFU320F22 64 GB,,"4,3200","2,32",,,13.75,22.0
